exercise_id,exercise_name,exercise_type,body_part,equipment,primary_muscle,secondary_muscle,movement_type,exercise_image
1881,Dumbbell + Standing Triceps Extension,unilateral_simultaneous,triceps,dumbbell,triceps longus|triceps lateralis|triceps medialis,,isolation,https://apilyfta.com/static/GymvisualPNG/04301101-Dumbbell-Standing-Triceps-Extension_Upper-Arms_small.png
1651,Cable + Pushdown,bilateral_simultaneous,triceps,cable,triceps longus|triceps lateralis|triceps medialis,,isolation,https://apilyfta.com/static/GymvisualPNG/02001101-Cable-Pushdown-(with-rope-attachment)_Upper-Arms_small.png
1734,Weighted + Diamond Push-Up,bilateral_simultaneous,triceps,body weight,triceps longus|triceps lateralis|triceps medialis,upper chests|middle chests|small chest muscles|front deltoids,compound,https://apilyfta.com/static/GymvisualPNG/02831101-Diamond-Push-up_Upper-Arms-FIX_small.png
1874,Dumbbell + Standing One Arm Extension,unilateral_alternating,triceps,dumbbell,triceps longus|triceps lateralis|triceps medialis,,isolation,https://apilyfta.com/static/GymvisualPNG/04231101-Dumbbell-Standing-One-Arm-Extension_Upper-Arms_small.png
4980,Weighted + Reverse Push-Up,bilateral_simultaneous,triceps,body weight,triceps longus|triceps lateralis|triceps medialis,upper chests|middle chests|small chest muscles|front deltoids,compound,https://apilyfta.com/static/GymvisualPNG/37511101-Reverse-Push-up_Upper-Arms_small.png
80,Cable + Lying Triceps Extension,bilateral_simultaneous,triceps,cable,triceps longus|triceps lateralis|triceps medialis,,isolation,https://apilyfta.com/static/GymvisualPNG/01871101-Cable-Lying-Triceps-Extension_Upper-Arms_small.png
1840,Dumbbell + Seated Bench Extension,unilateral_simultaneous,triceps,dumbbell,triceps longus|triceps lateralis|triceps medialis,,isolation,https://apilyfta.com/static/GymvisualPNG/03891101-Dumbbell-Seated-Bench-Extension_Upper-Arms-FIX_small.png
378,Weighted + Push-Up On Forearms,bilateral_simultaneous,triceps,body weight,triceps longus|triceps lateralis|triceps medialis,front deltoids|upper chests|middle chests|small chest muscles,compound,https://apilyfta.com/static/GymvisualPNG/14671101-Push-up-on-Forearms_Upper-Arms_small.png
435,Cable + Kneeling Triceps Extension,bilateral_simultaneous,triceps,cable,triceps longus|triceps lateralis|triceps medialis,,isolation,https://apilyfta.com/static/GymvisualPNG/18591101-Cable-Kneeling-Triceps-Extension-(VERSION-2)_Upper-Arms_small.png
398,Cable + One Arm Side Triceps Pushdown,bilateral_simultaneous,triceps,cable,triceps longus|triceps lateralis|triceps medialis,,isolation,https://apilyfta.com/static/GymvisualPNG/16091101-Cable-One-Arm-Side-Triceps-Pushdown_Upper-arms_small.png
3027,Dumbbell + Incline Two Arm Extension,unilateral_simultaneous,triceps,dumbbell,triceps longus|triceps lateralis|triceps medialis,,isolation,https://apilyfta.com/static/GymvisualPNG/17331101-Dumbbell-Incline-Two-Arm-Extension_Upper-Arms_small.png
3883,Dumbbell + Close Grip Press,bilateral_simultaneous,triceps,dumbbell,triceps longus|triceps lateralis|triceps medialis,upper chests|middle chests|small chest muscles|front deltoids,isolation,https://apilyfta.com/static/GymvisualPNG/26451101-Dumbbell-Close-Grip-Press-(female)_Upper-Arms_small.png
3827,Dumbbell + Lying Triceps Extension,bilateral_simultaneous,triceps,dumbbell,triceps longus|triceps lateralis|triceps medialis,,isolation,https://apilyfta.com/static/GymvisualPNG/25891101-Dumbbell-Lying-Triceps-Extension-(female)_Upper-Arms_small.png
